1, 0
2, 737
6, 760
160, 763
1698, 1268
3027, 1268
4250, 1268
5388, 1268
6555, 1268
7710, 1268
8850, 1268
9979, 1268
11098, 1268
12206, 1268
13320, 1268
14424, 1268
15527, 1268
16634, 1268
17742, 1268
18856, 1268
19737, 1268
20843, 1268
21959, 1268
23092, 1268
24234, 1268
25381, 1268
26527, 1268
27680, 1268
28832, 1268
29995, 1268
31164, 1268
32329, 1268
33444, 1268
34488, 1268
35447, 1268
36476, 1268
37603, 1268
38645, 1268
39688, 1268
40761, 1268
41783, 1268
42976, 1268
44068, 1268
45240, 1268
46426, 1268
47636, 1268
48592, 1268
49484, 1268
50187, 1268
50814, 1268
51637, 1268
52614, 1268
53726, 1268
54789, 1268
55729, 1268
56830, 1268
57995, 1268
59173, 1268
60321, 1268
61483, 1268
62593, 1268
63600, 1268
64517, 1268
65452, 1268
66557, 1268
67647, 1268
68606, 1268
69719, 1268
70848, 1268
71995, 1268
73134, 1268
74267, 1268
75396, 1268
76402, 1268
77392, 1268
78331, 1268
79280, 1268
80295, 1268
81264, 1268
82335, 1268
83335, 1268
84444, 1268
85575, 1268
86567, 1268
87614, 1268
88689, 1268
89753, 1268
91320, 1268
92868, 1268
94466, 1268
96044, 1268
97632, 1268
99211, 1268
100810, 1268
102111, 1268
103287, 1268
104480, 1268
105829, 1268
107250, 1268
108730, 1268
110166, 1268
111673, 1268
113255, 1268
114833, 1268
116365, 1268
117964, 1268
119573, 1268
120844, 1268
122439, 1268
124012, 1268
125619, 1268
127228, 1268
128839, 1268
130435, 1268
132039, 1268
133654, 1268
135281, 1268
136888, 1268
138511, 1268
140132, 1268
141759, 1268
143383, 1268
144985, 1268
146615, 1268
148250, 1268
149874, 1268
151492, 1268
153114, 1268
154748, 1268
156384, 1268
158021, 1268
159653, 1268
161293, 1268
162929, 1268
164560, 1268
166119, 1268
167753, 1268
169385, 1268
170983, 1268
172592, 1268
174220, 1268
175855, 1268
177478, 1268
179058, 1268
180372, 1268
181932, 1268
183501, 1268
185122, 1268
186745, 1268
188250, 1268
189829, 1268
191423, 1268
193013, 1268
1, 0
2, 737
10, 760
17, 1265
2054, 1268
4046, 1268
6040, 1268
7909, 1268
9878, 1268
1, 0
2, 1252
16, 1276
65, 1279
111, 1279
172, 1279
231, 1279
284, 1279
362, 1279
415, 1279
471, 1279
539, 1279
610, 1279
650, 1279
720, 1279
769, 1279
837, 1279
888, 1279
937, 1279
998, 1279
1038, 1279
1113, 1279
1180, 1279
1249, 1279
1284, 1279
1334, 1279
1378, 1279
1436, 1279
1525, 1279
1576, 1279
1625, 1279
1688, 1279
1744, 1279
1786, 1279
1845, 1279
1886, 1279
1933, 1279
1978, 1279
2044, 1279
2099, 1279
2166, 1279
2211, 1279
2272, 1279
2330, 1279
2397, 1279
2448, 1279
2516, 1279
2554, 1279
2589, 1279
2641, 1279
2705, 1279
2788, 1279
2841, 1279
2919, 1279
2984, 1279
3048, 1279
3106, 1279
3177, 1279
3239, 1279
3291, 1279
3357, 1279
3412, 1279
3462, 1279
3509, 1279
3566, 1279
3625, 1279
3671, 1279
3713, 1279
3764, 1279
3814, 1279
3885, 1279
3938, 1279
3999, 1279
4053, 1279
4117, 1279
4189, 1279
4230, 1279
4281, 1279
4324, 1279
4372, 1279
4427, 1279
4476, 1279
4521, 1279
4590, 1279
4664, 1279
4710, 1279
4764, 1279
4802, 1279
4856, 1279
4915, 1279
4969, 1279
5034, 1279
5086, 1279
5142, 1279
5186, 1279
5233, 1279
5299, 1279
5361, 1279
5413, 1279
5456, 1279
5516, 1279
5578, 1279
5623, 1279
5692, 1279
5739, 1279
5798, 1279
5853, 1279
5902, 1279
5949, 1279
5998, 1279
6071, 1279
6123, 1279
6167, 1279
6212, 1279
6259, 1279
6310, 1279
6357, 1279
6411, 1279
6460, 1279
6533, 1279
6582, 1279
6632, 1279
6715, 1279
6783, 1279
6839, 1279
6909, 1279
6956, 1279
7004, 1279
7043, 1279
7095, 1279
7142, 1279
7199, 1279
7250, 1279
7293, 1279
7379, 1279
7428, 1279
7492, 1279
7555, 1279
7645, 1279
7688, 1279
7736, 1279
7815, 1279
7857, 1279
7916, 1279
7976, 1279
8039, 1279
8092, 1279
8157, 1279
8229, 1279
8297, 1279
8340, 1279
8382, 1279
8435, 1279
8484, 1279
8537, 1279
8600, 1279
8651, 1279
8702, 1279
8763, 1279
8817, 1279
8873, 1279
8942, 1279
9000, 1279
9058, 1279
9114, 1279
9152, 1279
9204, 1279
9252, 1279
9306, 1279
9359, 1279
9417, 1279
9455, 1279
9529, 1279
9574, 1279
9635, 1279
9693, 1279
9746, 1279
9797, 1279
9847, 1279
