1, 1454, 1454
2, 1459, 1495
3, 1459, 1499
4, 1507, 1563
5, 1606, 1684
6, 1606, 1692
7, 1606, 1692
8, 1607, 1772
9, 1608, 1847
10, 1608, 1847
11, 1635, 1909
12, 1635, 1911
15, 1653, 1946
19, 1656, 1949
25, 1656, 1953
890, 1665, 1989
891, 1665, 1990
1174, 1666, 1991
1469, 1667, 1993
1485, 1667, 1998
1562, 1673, 2020
1758, 1673, 2033
1783, 1673, 2037
1889, 1673, 2041
2015, 1673, 2046
3934, 1673, 2046
5774, 1673, 2046
6264, 1673, 2047
6800, 1673, 2050
8255, 1673, 2058
8273, 1673, 2059
8839, 1673, 2060
8870, 1673, 2069
10596, 1673, 2069
12075, 1673, 2094
12150, 1673, 2115
12163, 1673, 2119
12508, 1673, 2120
14129, 1673, 2120
14622, 1673, 2122
16193, 1673, 2122
16358, 1673, 2149
16371, 1673, 2150
17012, 1673, 2151
18130, 1673, 2152
20006, 1673, 2152
20229, 1674, 2153
20901, 1674, 2156
22057, 1674, 2156
23949, 1674, 2156
25826, 1674, 2156
25843, 1674, 2159
27594, 1674, 2159
28540, 1674, 2165
29959, 1674, 2166
30245, 1674, 2168
31173, 1674, 2168
32703, 1674, 2171
32706, 1674, 2173
34250, 1680, 2182
34446, 1680, 2192
35668, 1680, 2192
37396, 1680, 2192
38918, 1680, 2192
40378, 1680, 2192
41909, 1680, 2192
43430, 1680, 2192
44462, 1680, 2192
46042, 1680, 2192
46653, 1682, 2194
48467, 1682, 2194
50167, 1682, 2194
51644, 1682, 2194
53418, 1682, 2194
55200, 1682, 2194
56926, 1682, 2194
57946, 1682, 2194
59054, 1682, 2194
60463, 1682, 2194
61499, 1682, 2194
63281, 1682, 2194
65235, 1682, 2198
66607, 1682, 2198
67623, 1682, 2198
68971, 1682, 2198
69757, 1682, 2198
70708, 1682, 2198
71584, 1682, 2198
72489, 1682, 2198
72724, 1682, 2212
73554, 1682, 2212
73894, 1693, 2235
74634, 1693, 2235
76380, 1693, 2235
78093, 1693, 2235
79950, 1693, 2235
81948, 1693, 2235
83970, 1693, 2235
85829, 1693, 2235
87907, 1693, 2235
89516, 1693, 2235
91209, 1693, 2235
93121, 1693, 2235
95067, 1693, 2235
96889, 1693, 2235
98959, 1693, 2235
101047, 1693, 2235
102662, 1693, 2235
104539, 1693, 2235
106600, 1693, 2235
108469, 1693, 2235
110525, 1693, 2235
112589, 1693, 2235
114646, 1693, 2235
115885, 1693, 2235
117873, 1693, 2235
119804, 1693, 2235
121626, 1693, 2235
123602, 1693, 2235
125617, 1693, 2235
127458, 1693, 2235
128939, 1693, 2235
130763, 1693, 2235
132556, 1693, 2235
134564, 1693, 2235
136514, 1693, 2235
138468, 1693, 2235
140565, 1693, 2235
141913, 1693, 2235
143788, 1693, 2235
145685, 1693, 2235
147460, 1693, 2235
149165, 1693, 2235
151155, 1693, 2235
153086, 1693, 2235
154858, 1693, 2235
156581, 1693, 2235
158442, 1693, 2235
160467, 1693, 2235
162514, 1693, 2235
164588, 1693, 2235
166684, 1693, 2235
168154, 1693, 2235
170045, 1693, 2235
172049, 1693, 2235
174072, 1693, 2235
175279, 1696, 2238
175285, 1697, 2240
175286, 1699, 2242
176954, 1699, 2242
176999, 1699, 2243
178054, 1699, 2243
179506, 1699, 2247
181244, 1699, 2247
182806, 1699, 2247
184838, 1699, 2247
186788, 1699, 2247
188700, 1699, 2247
190501, 1699, 2247
190774, 1699, 2248
192251, 1699, 2248
194264, 1699, 2248
196181, 1699, 2248
197574, 1699, 2248
199378, 1699, 2248
201196, 1699, 2248
202952, 1699, 2248
204973, 1699, 2248
206731, 1699, 2248
208510, 1699, 2248
210319, 1699, 2248
212412, 1699, 2248
213656, 1699, 2248
215722, 1699, 2248
217783, 1699, 2248
219822, 1699, 2248
221881, 1699, 2248
223357, 1699, 2248
225191, 1699, 2248
227286, 1699, 2248
228698, 1699, 2248
230554, 1699, 2248
232367, 1699, 2248
234371, 1699, 2248
235925, 1699, 2248
237130, 1699, 2248
238251, 1703, 2252
238340, 1703, 2259
239684, 1703, 2259
241563, 1703, 2259
243350, 1703, 2259
244786, 1703, 2259
245950, 1703, 2259
247499, 1703, 2259
248574, 1703, 2259
249683, 1703, 2259
250804, 1703, 2259
251806, 1703, 2259
